"csvline","url","filename","local_path","encrypted","decrypt_pass","istagged","pages","toc","form","fields","tables","word_count","char_count","words_per_page","chars_per_word","image_count","%_img_per_page","ocr_risk","author","creator","producer","subject","title","text"
"82","https://www.rcmp-grc.gc.ca/nddb-bndg/form/3801-fra.pdf","3801-fra.pdf","E:\PROJECTS\perception-dev\REPORTS\RCMP\PDF\3801-fra.pdf","ENCRYPTED","ENCRYPTED","TRUE","2","TOC FAILED: file has not been decrypted","FORMS: file has not been decrypted","FIELDS: file has not been decrypted","NOT RUN","File has not been decrypted :: TEXT sample failed!!","File has not been decrypted :: TEXT sample failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","3","250.0","OCR: '<' not supported between instances of 'str' and 'int'","AUTHOR: 'PdfFileReader' object has no attribute 'author'","CREATOR: 'PdfFileReader' object has no attribute 'creator'","PRODUCER: 'PdfFileReader' object has no attribute 'producer'","SUBJECT: 'PdfFileReader' object has no attribute 'subject'","TITLE: 'PdfFileReader' object has no attribute 'title'","File has not been decrypted :: TEXT sample failed!!"
"83","https://www.rcmp-grc.gc.ca/nddb-bndg/form/6534f.pdf","6534f.pdf","E:\PROJECTS\perception-dev\REPORTS\RCMP\PDF\6534f.pdf","ENCRYPTED","ENCRYPTED","TRUE","5","TOC FAILED: file has not been decrypted","FORMS: file has not been decrypted","FIELDS: file has not been decrypted","NOT RUN","File has not been decrypted :: TEXT sample failed!!","File has not been decrypted :: TEXT sample failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","3","100.0","OCR: '<' not supported between instances of 'str' and 'int'","AUTHOR: 'PdfFileReader' object has no attribute 'author'","CREATOR: 'PdfFileReader' object has no attribute 'creator'","PRODUCER: 'PdfFileReader' object has no attribute 'producer'","SUBJECT: 'PdfFileReader' object has no attribute 'subject'","TITLE: 'PdfFileReader' object has no attribute 'title'","File has not been decrypted :: TEXT sample failed!!"
"84","https://www.rcmp-grc.gc.ca/ht-tp/publications/booklet-brochure-youth-jeunes-eng.pdf","booklet-brochure-youth-jeunes-eng.pdf","E:\PROJECTS\perception-dev\REPORTS\RCMP\PDF\booklet-brochure-youth-jeunes-eng.pdf","FAILED: EOF marker not found","NA","IsTagged: type object 'PDFDocument' has no attribute 'is_extractable'","Page Count: type object 'PDFDocument' has no attribute 'is_extractable'","TRUE","FORMS: getFields() missing 1 required positional argument: 'self'","FIELDS: getFields() missing 1 required positional argument: 'self'","NOT RUN","getNumPages() missing 1 required positional argument: 'self' :: TEXT sample failed!!","getNumPages() missing 1 required positional argument: 'self' :: TEXT sample failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","0","IMG: float division by zero","OCR: '>' not supported between instances of 'type' and 'int'","AUTHOR: 'property' object has no attribute 'author'","CREATOR: 'property' object has no attribute 'creator'","PRODUCER: 'property' object has no attribute 'producer'","SUBJECT: 'property' object has no attribute 'subject'","TITLE: 'property' object has no attribute 'title'","getNumPages() missing 1 required positional argument: 'self' :: TEXT sample failed!!"
"85","https://www.rcmp-grc.gc.ca/ht-tp/publications/poster-affiche-youth-jeunes-5-eng.pdf","poster-affiche-youth-jeunes-5-eng.pdf","E:\PROJECTS\perception-dev\REPORTS\RCMP\PDF\poster-affiche-youth-jeunes-5-eng.pdf","FAILED: EOF marker not found","NA","IsTagged: type object 'PDFDocument' has no attribute 'is_extractable'","Page Count: type object 'PDFDocument' has no attribute 'is_extractable'","TRUE","FORMS: getFields() missing 1 required positional argument: 'self'","FIELDS: getFields() missing 1 required positional argument: 'self'","NOT RUN","getNumPages() missing 1 required positional argument: 'self' :: TEXT sample failed!!","getNumPages() missing 1 required positional argument: 'self' :: TEXT sample failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","0","IMG: float division by zero","OCR: '>' not supported between instances of 'type' and 'int'","AUTHOR: 'property' object has no attribute 'author'","CREATOR: 'property' object has no attribute 'creator'","PRODUCER: 'property' object has no attribute 'producer'","SUBJECT: 'property' object has no attribute 'subject'","TITLE: 'property' object has no attribute 'title'","getNumPages() missing 1 required positional argument: 'self' :: TEXT sample failed!!"
"86","https://www.rcmp-grc.gc.ca/ht-tp/publications/poster-affiche-youth-jeunes-3-eng.pdf","poster-affiche-youth-jeunes-3-eng.pdf","E:\PROJECTS\perception-dev\REPORTS\RCMP\PDF\poster-affiche-youth-jeunes-3-eng.pdf","FAILED: EOF marker not found","NA","IsTagged: type object 'PDFDocument' has no attribute 'is_extractable'","Page Count: type object 'PDFDocument' has no attribute 'is_extractable'","TRUE","FORMS: getFields() missing 1 required positional argument: 'self'","FIELDS: getFields() missing 1 required positional argument: 'self'","NOT RUN","getNumPages() missing 1 required positional argument: 'self' :: TEXT sample failed!!","getNumPages() missing 1 required positional argument: 'self' :: TEXT sample failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","0","IMG: float division by zero","OCR: '>' not supported between instances of 'type' and 'int'","AUTHOR: 'property' object has no attribute 'author'","CREATOR: 'property' object has no attribute 'creator'","PRODUCER: 'property' object has no attribute 'producer'","SUBJECT: 'property' object has no attribute 'subject'","TITLE: 'property' object has no attribute 'title'","getNumPages() missing 1 required positional argument: 'self' :: TEXT sample failed!!"
"87","https://www.rcmp-grc.gc.ca/ht-tp/publications/poster-affiche-youth-jeunes-1-eng.pdf","poster-affiche-youth-jeunes-1-eng.pdf","E:\PROJECTS\perception-dev\REPORTS\RCMP\PDF\poster-affiche-youth-jeunes-1-eng.pdf","FAILED: EOF marker not found","NA","IsTagged: type object 'PDFDocument' has no attribute 'is_extractable'","Page Count: type object 'PDFDocument' has no attribute 'is_extractable'","TRUE","FORMS: getFields() missing 1 required positional argument: 'self'","FIELDS: getFields() missing 1 required positional argument: 'self'","NOT RUN","getNumPages() missing 1 required positional argument: 'self' :: TEXT sample failed!!","getNumPages() missing 1 required positional argument: 'self' :: TEXT sample failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","0","IMG: float division by zero","OCR: '>' not supported between instances of 'type' and 'int'","AUTHOR: 'property' object has no attribute 'author'","CREATOR: 'property' object has no attribute 'creator'","PRODUCER: 'property' object has no attribute 'producer'","SUBJECT: 'property' object has no attribute 'subject'","TITLE: 'property' object has no attribute 'title'","getNumPages() missing 1 required positional argument: 'self' :: TEXT sample failed!!"
"88","https://www.rcmp-grc.gc.ca/ht-tp/publications/poster-affiche-youth-jeunes-4-eng.pdf","poster-affiche-youth-jeunes-4-eng.pdf","E:\PROJECTS\perception-dev\REPORTS\RCMP\PDF\poster-affiche-youth-jeunes-4-eng.pdf","FAILED: EOF marker not found","NA","IsTagged: type object 'PDFDocument' has no attribute 'is_extractable'","Page Count: type object 'PDFDocument' has no attribute 'is_extractable'","TRUE","FORMS: getFields() missing 1 required positional argument: 'self'","FIELDS: getFields() missing 1 required positional argument: 'self'","NOT RUN","getNumPages() missing 1 required positional argument: 'self' :: TEXT sample failed!!","getNumPages() missing 1 required positional argument: 'self' :: TEXT sample failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","0","IMG: float division by zero","OCR: '>' not supported between instances of 'type' and 'int'","AUTHOR: 'property' object has no attribute 'author'","CREATOR: 'property' object has no attribute 'creator'","PRODUCER: 'property' object has no attribute 'producer'","SUBJECT: 'property' object has no attribute 'subject'","TITLE: 'property' object has no attribute 'title'","getNumPages() missing 1 required positional argument: 'self' :: TEXT sample failed!!"
"89","https://www.rcmp-grc.gc.ca/ht-tp/publications/poster-affiche-youth-jeunes-2-eng.pdf","poster-affiche-youth-jeunes-2-eng.pdf","E:\PROJECTS\perception-dev\REPORTS\RCMP\PDF\poster-affiche-youth-jeunes-2-eng.pdf","FAILED: EOF marker not found","NA","IsTagged: type object 'PDFDocument' has no attribute 'is_extractable'","Page Count: type object 'PDFDocument' has no attribute 'is_extractable'","TRUE","FORMS: getFields() missing 1 required positional argument: 'self'","FIELDS: getFields() missing 1 required positional argument: 'self'","NOT RUN","getNumPages() missing 1 required positional argument: 'self' :: TEXT sample failed!!","getNumPages() missing 1 required positional argument: 'self' :: TEXT sample failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","0","IMG: float division by zero","OCR: '>' not supported between instances of 'type' and 'int'","AUTHOR: 'property' object has no attribute 'author'","CREATOR: 'property' object has no attribute 'creator'","PRODUCER: 'property' object has no attribute 'producer'","SUBJECT: 'property' object has no attribute 'subject'","TITLE: 'property' object has no attribute 'title'","getNumPages() missing 1 required positional argument: 'self' :: TEXT sample failed!!"
"91","https://www.rcmp-grc.gc.ca/cycp-cpcj/dr-al/res/cc/guide/cc-eng.pdf","cc-eng.pdf","E:\PROJECTS\perception-dev\REPORTS\RCMP\PDF\cc-eng.pdf","FAILED: [Errno 2] No such file or directory: 'E:\\PROJECTS\\perception-dev\\REPORTS\\RCMP\\PDF\\bully-int-eng.pdf'","NA","TRUE","30","TRUE","FORMS: getFields() missing 1 required positional argument: 'self'","FIELDS: getFields() missing 1 required positional argument: 'self'","NOT RUN","getNumPages() missing 1 required positional argument: 'self' :: TEXT sample failed!!","getNumPages() missing 1 required positional argument: 'self' :: TEXT sample failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","0","3.3333333333333335","OCR: '<' not supported between instances of 'str' and 'int'","AUTHOR: 'property' object has no attribute 'author'","CREATOR: 'property' object has no attribute 'creator'","PRODUCER: 'property' object has no attribute 'producer'","SUBJECT: 'property' object has no attribute 'subject'","TITLE: 'property' object has no attribute 'title'","getNumPages() missing 1 required positional argument: 'self' :: TEXT sample failed!!"
"92","https://www.rcmp-grc.gc.ca/cycp-cpcj/dd-dv/pdf/did-brochure-cfad-fra.pdf","did-brochure-cfad-fra.pdf","E:\PROJECTS\perception-dev\REPORTS\RCMP\PDF\did-brochure-cfad-fra.pdf","FALSE","NA","FALSE","1","FALSE","FALSE","0","NOT RUN","1765","9973","1765.0","5.65042492917847","17","1900.0","3","NULL","b'Adobe InDesign CS6 (Macintosh)'","b'Adobe PDF Library 10.0.1'","NULL","b'DrugImpairedDriving25w-Urban.indd'","[ PAGE 1 START ] ContexteCertaines drogues  notamment le cannabis  peuvent \nnuire \xc3\xa0 votre capacit\xc3\xa9 de conduire et augmenter \n\nle risque de collision. Au Canada  le nombre de \n\nconducteurs d\xc3\xa9c\xc3\xa9d\xc3\xa9s dans des accidents de la route \n\ndont le test de d\xc3\xa9pistage de drogue donne des r\xc3\xa9sultats \n\npositifs d\xc3\xa9passe celui des conducteurs dont les r\xc3\xa9sultats \n\nau test de d\xc3\xa9pistage d\xe2\x84\xa2alcool \xc3\xa9taient positifs. Les jeunes \n\ncontinuent par ailleurs de former le groupe le plus \n\nimportant de conducteurs qui  apr\xc3\xa8s avoir perdu la vie \n\ndans une collision  re\xc3\xa7oivent des r\xc3\xa9sultats positifs \xc3\xa0 \n\nl\xe2\x84\xa2analyse visant \xc3\xa0 d\xc3\xa9celer la pr\xc3\xa9sence d\xe2\x84\xa2alcool et/ou de \n\ndrogue dans l\xe2\x84\xa2organisme.\nSaviez-vous que la conduite avec facult\xc3\xa9s affaiblies est l'une des principales causes criminelles de d\xc3\xa9c\xc3\xa8s et de blessures au Canada?\nCette ressource fournit de l\xe2\x84\xa2information sur les \ne\xcb\x9aets des drogues sur la capacit\xc3\xa9 de conduire \n\nd\xe2\x84\xa2une personne. Parlez-en avec les jeunes et aidez-\n\nles \xc3\xa0 prendre des d\xc3\xa9cisions \xc3\xa9clair\xc3\xa9es sur leur \n\ncomportement au volant.\nConduite avec facult\xc3\xa9s  affaiblies par la drogue\nLes e\xcb\x9aets des drogues (l\xc3\xa9gales  ill\xc3\xa9gales ou sur ordon\n-\nnance) peuvent se faire sentir de nombreuses fa\xc3\xa7ons. \n\nM\xc3\xaame de petites quantit\xc3\xa9s peuvent augmenter le \nrisque d\xe2\x84\xa2\xc3\xaatre victime d\xe2\x84\xa2une collision impliquant des \n\nv\xc3\xa9hicules \xc3\xa0 moteur. Di\xcb\x9a\xc3\xa9rentes drogues ont des e\xcb\x9aets \n\ndi\xcb\x9a\xc3\xa9rents sur le cerveau et le corps et peuvent nuire  \xc3\xa0 \n\nla capacit\xc3\xa9 de conduire. Les drogues peuvent notam\n-\nment causer les e\xcb\x9aets suivants :\n \xcb\x9bTemps de r\xc3\xa9action diminu\xc3\xa9 ou augment\xc3\xa9\n \xcb\x9bSomnolence\n \xcb\x9bCapacit\xc3\xa9 r\xc3\xa9duite de faire face \xc3\xa0 des \n \xc3\xa9v\xc3\xa9nements inattendus\n \xcb\x9bAtteinte \xc3\xa0 la m\xc3\xa9moire \xc3\xa0 court terme\n \xcb\x9bConcentration d\xc3\xa9\xcb\x86ciente\n \xcb\x9bCapacit\xc3\xa9 r\xc3\xa9duite de diviser l\xe2\x84\xa2attention\n \xcb\x9bCapacit\xc3\xa9 r\xc3\xa9duite de percevoir le temps et l\xe2\x84\xa2espace\n \xcb\x9bIncidence n\xc3\xa9gative sur le jugement et la capacit\xc3\xa9 \n de prendre des d\xc3\xa9cisions\n \xcb\x9bAugmentation des comportements \xc3\xa0 risque\n \xcb\x9bTroubles de l\xe2\x84\xa2\xc3\xa9quilibre et de la coordination\nVoici sept cat\xc3\xa9gories de drogues qui peuvent nuire \xc3\xa0 \n\nla capacit\xc3\xa9 de conduire des personnes et certains de \n\nleurs e\xcb\x9aets potentiels :\nD\xc3\xa9presseurs du syst\xc3\xa8me nerveux central\np. ex.  Xanax  Ativan  E\xcb\x9cexor  Paxil  Valium\nLes d\xc3\xa9presseurs du syst\xc3\xa8me nerveux central ralentissent \nl\xe2\x84\xa2activit\xc3\xa9 c\xc3\xa9r\xc3\xa9brale  provoquent de la somnolence et \n\npeuvent causer des troubles de l\xe2\x84\xa2\xc3\xa9locution. Ils peuvent \n\n\xc3\xa9galement causer un manque de \n\ncoordination et un ralentissement \n\ndes mouvements.  \nHallucinog\xc3\xa8nes p. ex.  LSD  ecstasy  mescaline  psilocybine\nLes hallucinog\xc3\xa8nes peuvent d\xc3\xa9former les messages \nsensoriels transmis au cerveau - ils peuvent alt\xc3\xa9rer \n\nle go\xc3\xbbt  la vue  l\xe2\x84\xa2ou\xc3\xafe  l\xe2\x84\xa2odorat et les sensations. Ces \ndrogues peuvent nuire \xc3\xa0 la prise de d\xc3\xa9cisions  \xc3\xa0 la \nm\xc3\xa9moire  \xc3\xa0 la perception et \xc3\xa0 la capacit\xc3\xa9 de contr\xc3\xb4ler la \n\nvitesse et de s\xe2\x84\xa2adapter au changement.\nStimulants du syst\xc3\xa8me nerveux centralp. ex.  coca\xc3\xafne  m\xc3\xa9thamph\xc3\xa9tamine  cristaux de \n\nm\xc3\xa9thamph\xc3\xa9tamine  amph\xc3\xa9tamine (speed)  Ritalin \nLes stimulants acc\xc3\xa9l\xc3\xa8rent et stimulent l\xe2\x84\xa2activit\xc3\xa9 c\xc3\xa9r\xc3\xa9brale \net le fonctionnement du corps. Cela peut entra\xc3\xaener une \n\nincapacit\xc3\xa9 \xc3\xa0 se concentrer ou \xc3\xa0 diviser son attention  et \n\naugmenter les comportements \xc3\xa0 risque. \nAnalg\xc3\xa9siques narcotiques \np. ex.  oxycodone  fentanyl  h\xc3\xa9ro\xc3\xafne  m\xc3\xa9thadone  cod\xc3\xa9ine \nUn conducteur sous l\xe2\x84\xa2e\xcb\x9aet d\xe2\x84\xa2analg\xc3\xa9siques narcotiques \npeut \xc3\xaatre somnolent  conduire plus lentement et/\n\nou en zigzag  avoir les pupilles contract\xc3\xa9es  respirer \n\nlentement  avoir une mauvaise ma\xc3\xaetrise du v\xc3\xa9hicule et \n\ndes r\xc3\xa9actions tardives.    \nCannabis/Marijuanap. ex.  haschich  huile de haschich  shatter  budder  \n \ncire  dabs  kif  produits comestibles  teinture  cr\xc3\xa8mes  pot \nLa consommation de cannabis a des e\xcb\x9aets sur les \ncapacit\xc3\xa9s cognitives et motrices. Cela peut entra\xc3\xaener \n\nune capacit\xc3\xa9 r\xc3\xa9duite de diviser son attention et de \n\npercevoir le temps et l\xe2\x84\xa2espace  de la fatigue  du stress \net une di\xcb\x9dcult\xc3\xa9 \xc3\xa0 se concentrer. Les e\xcb\x9aets du cannabis \n\nd\xc3\xa9pendent de plusieurs facteurs  tels que le type et la \n\nquantit\xc3\xa9 de cannabis consomm\xc3\xa9 et la fa\xc3\xa7on dont le \n\ncannabis est ing\xc3\xa9r\xc3\xa9.\nAnesth\xc3\xa9siques dissociatifsp. ex.  PCP  k\xc3\xa9tamine  dextrom\xc3\xa9thorphane (DXM)\nLes anesth\xc3\xa9siques dissociatifs peuvent causer \ndes comportements cycliques de non-r\xc3\xa9ceptivit\xc3\xa9  \n\ndes hallucinations et une augmentation de la \n\ntemp\xc3\xa9rature corporelle.    \nInhalantsp. ex.  essence  whippits  d\xc3\xa9poussi\xc3\xa9reur \xc3\xa0 air pour \n\nordinateur  oxyde de diazote  autres solvants volatils\nLes inhalants peuvent causer une rougeur dans les yeux  \nune grande confusion  des rougeurs au visage  une tr\xc3\xa8s \n\nmauvaise coordination et une intoxication grave. En cas \n\nd\xe2\x84\xa2utilisation prolong\xc3\xa9e  ils peuvent \xc3\xa9galement causer \n\ndes l\xc3\xa9sions c\xc3\xa9r\xc3\xa9brales permanentes.    \nLa conduite avec facult\xc3\xa9s  affaiblies et la loiLa conduite avec facult\xc3\xa9s a\xcb\x9aaiblies  qu\xe2\x84\xa2elle soit at\n-tribuable \xc3\xa0 de la drogue (m\xc3\xaame des m\xc3\xa9dicaments pre\n-\nscrits par un m\xc3\xa9decin)  \xc3\xa0 de l\xe2\x84\xa2alcool ou \xc3\xa0 l\xe2\x84\xa2e\xcb\x9aet combin\xc3\xa9 \n\ndes deux  est ill\xc3\xa9gale et peut entra\xc3\xaener une infraction \n\ncriminelle en vertu du \nCode criminel\n. Il est interdit par \nla loi de conduire un v\xc3\xa9hicule \xc3\xa0 moteur en ayant les \n\nfacult\xc3\xa9s a\xcb\x9aaiblies  y compris des v\xc3\xa9hicules  des bateaux  \n\ndes v\xc3\xa9hicules tout terrain (VTT)  des motoneiges et des \n\nscooters (essence ou \xc3\xa9lectrique).\nLes policiers sont form\xc3\xa9s pour d\xc3\xa9tecter les \nconducteurs aux facult\xc3\xa9s a\xcb\x9aaiblies par la drogue en \n\xc2\xa9 Sa Majest\xc3\xa9 la Reine du chef du Canada  repr\xc3\xa9sent\xc3\xa9e par la \nGendarmerie royale du Canada  2019.\nNo de catalogue PS64-136/2016  |  ISBN: 978-0-660-06079-8\nutilisant sur place des tests de sobri\xc3\xa9t\xc3\xa9 normalis\xc3\xa9s \n(TSN) et en soumettant les conducteurs \xc3\xa0 une \n\n\xc3\xa9valuation par un expert en reconnaissance des \n\ndrogues (ERD). Ils peuvent \xc3\xa9galement demander \n\nun \xc3\xa9chantillon de sang  d\xe2\x84\xa2urine ou de salive pour la \n\nd\xc3\xa9tection de substances psychoactives.\nDans les cas o\xc3\xb9 il y a conduite avec facult\xc3\xa9s a\xcb\x9aaiblies  \nen plus des sanctions p\xc3\xa9nales  plusieurs provinces et \n\nterritoires imposent des sanctions administratives. \n\nCelles-ci peuvent comprendre des amendes  la \n\nsuspension du permis de conduire et des programmes \n\nd\xe2\x84\xa2\xc3\xa9ducation et de d\xc3\xa9judiciarisation. Consultez la \n\nl\xc3\xa9gislation provinciale ou territoriale pour obtenir de \n\nplus amples renseignements sur les cons\xc3\xa9quences de la \n\nconduite avec les facult\xc3\xa9s a\xcb\x9aaiblies dans votre r\xc3\xa9gion. \nPr\xc3\xa9ventionPour aider les jeunes \xc3\xa0 faire des choix \xc3\xa9clair\xc3\xa9s et \n\nr\xc3\xa9duire les risques associ\xc3\xa9s \xc3\xa0 la conduite avec facult\xc3\xa9s \n\na\xcb\x9aaiblies par la drogue :\n \xcb\x9bSoyez un mod\xc3\xa8le positif;\n \xcb\x9bConnaissez les faits. Les jeunes font leur propre \n\nrecherche  surtout en ligne  et ce qu\xe2\x84\xa2ils trouvent \n\nn\xe2\x84\xa2est pas toujours exact;\n \xcb\x9bParlez avec franchise des m\xc3\xa9faits  des \n\ncons\xc3\xa9quences et des dangers de la conduite avec \n\nfacult\xc3\xa9s a\xcb\x9aaiblies par la drogue;\n \xcb\x9bFournissez aux jeunes des solutions de rechange \n\npour \xc3\xa9viter qu\xe2\x84\xa2ils conduisent avec les facult\xc3\xa9s \n\na\xcb\x9aaiblies ou qu\xe2\x84\xa2ils montent \xc3\xa0 bord d\xe2\x84\xa2un v\xc3\xa9hicule \ndont le conducteur a les facult\xc3\xa9s a\xcb\x9aaiblies. Par \n\nexemple : \n \xc2\xbbd\xc3\xa9signer un conducteur;\n \xc2\xbbutiliser un autre moyen de transport \n\n(autobus  taxi  ami ou membre de la \n\nfamille);\n \xc2\xbbpasser la nuit sur place si c\xe2\x84\xa2est possible et \n\ns\xc3\xa9curitaire de la faire.\n \xcb\x9bEncouragez activement les jeunes \xc3\xa0 rester sobres \n\nlorsqu\xe2\x84\xa2ils prennent le volant et \xc3\xa0 faire des choix \n\nsains qui leur permettront d\xe2\x84\xa2atteindre leurs \n\nobjectifs personnels. \nPour plus d'informationsCentre de pr\xc3\xa9vention du crime chez \n les jeunes de la GRC\n\nrcmp-grc.gc.ca/cycp-cpcj\nCentre canadien sur les d\xc3\xa9pendances et \n l\xe2\x84\xa2usage de substances\nccsa.ca\nGouvernement du Canada\ncanada.ca/cannabis \nEn collaboration avec :\nAssociation canadienne des chefs de policeS\xc3\xbbret\xc3\xa9 et s\xc3\xa9curit\xc3\xa9 pour tous les Canadiens gr\xc3\xa2ce \xc3\xa0 un leadership policier innovateur[ PAGE 1 END ]"
"93","https://www.rcmp-grc.gc.ca/cycp-cpcj/bull-inti/pdf/bully-int-eng.pdf","bully-int-eng.pdf","E:\PROJECTS\perception-dev\REPORTS\RCMP\PDF\bully-int-eng.pdf","FAILED: [Errno 2] No such file or directory: 'E:\\PROJECTS\\perception-dev\\REPORTS\\RCMP\\PDF\\selfassinfl-autoevalinfl-fra.pdf'","NA","FALSE","1","TRUE","FORMS: getFields() missing 1 required positional argument: 'self'","FIELDS: getFields() missing 1 required positional argument: 'self'","NOT RUN","getNumPages() missing 1 required positional argument: 'self' :: TEXT sample failed!!","getNumPages() missing 1 required positional argument: 'self' :: TEXT sample failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","0","100.0","OCR: '<' not supported between instances of 'str' and 'int'","AUTHOR: 'property' object has no attribute 'author'","CREATOR: 'property' object has no attribute 'creator'","PRODUCER: 'property' object has no attribute 'producer'","SUBJECT: 'property' object has no attribute 'subject'","TITLE: 'property' object has no attribute 'title'","getNumPages() missing 1 required positional argument: 'self' :: TEXT sample failed!!"
"96","https://www.rcmp-grc.gc.ca/cycp-cpcj/dr-al/res/cc/guide/cc-fra.pdf","cc-fra.pdf","PDF FAILED TO OPEN:E:\PROJECTS\perception-dev\REPORTS\RCMP\PDF\booklet-brochure-youth-jeunes-fra.pdf","","","","","","","","","","","","","","","","","","","","","",""
"96","https://www.rcmp-grc.gc.ca/ht-tp/publications/booklet-brochure-youth-jeunes-fra.pdf","booklet-brochure-youth-jeunes-fra.pdf","E:\PROJECTS\perception-dev\REPORTS\RCMP\PDF\booklet-brochure-youth-jeunes-fra.pdf","FAILED: EOF marker not found","NA","IsTagged: type object 'PDFDocument' has no attribute 'is_extractable'","Page Count: type object 'PDFDocument' has no attribute 'is_extractable'","TRUE","FORMS: getFields() missing 1 required positional argument: 'self'","FIELDS: getFields() missing 1 required positional argument: 'self'","NOT RUN","getNumPages() missing 1 required positional argument: 'self' :: TEXT sample failed!!","getNumPages() missing 1 required positional argument: 'self' :: TEXT sample failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","0","IMG: float division by zero","OCR: '>' not supported between instances of 'type' and 'int'","AUTHOR: 'property' object has no attribute 'author'","CREATOR: 'property' object has no attribute 'creator'","PRODUCER: 'property' object has no attribute 'producer'","SUBJECT: 'property' object has no attribute 'subject'","TITLE: 'property' object has no attribute 'title'","getNumPages() missing 1 required positional argument: 'self' :: TEXT sample failed!!"
"90","https://www.rcmp-grc.gc.ca/cycp-cpcj/dr-al/res/selfassinfl-autoevalinfl-eng.pdf","selfassinfl-autoevalinfl-eng.pdf","E:\PROJECTS\perception-dev\REPORTS\RCMP\PDF\selfassinfl-autoevalinfl-eng.pdf","FAILED: EOF marker not found","NA","FALSE","2","TRUE","FORMS: getFields() missing 1 required positional argument: 'self'","FIELDS: getFields() missing 1 required positional argument: 'self'","NOT RUN","getNumPages() missing 1 required positional argument: 'self' :: TEXT sample failed!!","getNumPages() missing 1 required positional argument: 'self' :: TEXT sample failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","0","50.0","OCR: '<' not supported between instances of 'str' and 'int'","AUTHOR: 'property' object has no attribute 'author'","CREATOR: 'property' object has no attribute 'creator'","PRODUCER: 'property' object has no attribute 'producer'","SUBJECT: 'property' object has no attribute 'subject'","TITLE: 'property' object has no attribute 'title'","getNumPages() missing 1 required positional argument: 'self' :: TEXT sample failed!!"
"97","https://www.rcmp-grc.gc.ca/ht-tp/publications/poster-affiche-youth-jeunes-3-fra.pdf","poster-affiche-youth-jeunes-3-fra.pdf","E:\PROJECTS\perception-dev\REPORTS\RCMP\PDF\poster-affiche-youth-jeunes-3-fra.pdf","FAILED: EOF marker not found","NA","IsTagged: type object 'PDFDocument' has no attribute 'is_extractable'","Page Count: type object 'PDFDocument' has no attribute 'is_extractable'","TRUE","FORMS: getFields() missing 1 required positional argument: 'self'","FIELDS: getFields() missing 1 required positional argument: 'self'","NOT RUN","getNumPages() missing 1 required positional argument: 'self' :: TEXT sample failed!!","getNumPages() missing 1 required positional argument: 'self' :: TEXT sample failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","0","IMG: float division by zero","OCR: '>' not supported between instances of 'type' and 'int'","AUTHOR: 'property' object has no attribute 'author'","CREATOR: 'property' object has no attribute 'creator'","PRODUCER: 'property' object has no attribute 'producer'","SUBJECT: 'property' object has no attribute 'subject'","TITLE: 'property' object has no attribute 'title'","getNumPages() missing 1 required positional argument: 'self' :: TEXT sample failed!!"
